Час t,Вразливі,Заражені,Одужали
89.89898989898991,-4.463558952842197e-11,6.342056270058803,493.65794372998636
90.90909090909092,-4.438339283778211e-11,6.029704463252739,493.97029553679215
91.91919191919193,-4.499285077248513e-11,5.732736257715981,494.26726374232953
92.92929292929294,-4.4071419674645064e-11,5.450393993168808,494.5496060068758
93.93939393939395,-4.314056844068455e-11,5.181957337689056,494.8180426623546
94.94949494949496,-4.225553777162338e-11,4.926741424332379,495.0732585757104
95.95959595959597,-4.1116628698112644e-11,4.68409510864846,495.3159048913932
96.96969696969697,-3.97352495089257e-11,4.453399339053765,495.54660066098654
97.97979797979798,-3.842998404071181e-11,4.234065538434075,495.7659344616049
98.98989898989899,-3.769068986107923e-11,4.025534114246368,495.97446588579186
100.0,-3.72075186160881e-11,3.8272730492077542,496.17272695083
